-15.13   6.217368793e-08
-15.11486243   6.243813244e-08
-15.09972486   6.266921293e-08
-15.08458729   6.287217658e-08
-15.06944972   6.305423172e-08
-15.05431216   6.322333564e-08
-15.03917459   6.338717915e-08
-15.02403702   6.355256229e-08
-15.00889945   6.372511447e-08
-14.99376188   6.390925542e-08
-14.97862431   6.410828999e-08
-14.96348674   6.432455968e-08
-14.94834917   6.455960796e-08
-14.93321161   6.481433522e-08
-14.91807404   6.508913593e-08
-14.90293647   6.538401395e-08
-14.8877989   6.569867865e-08
-14.87266133   6.603262245e-08
-14.85752376   6.63851839e-08
-14.84238619   6.675559721e-08
-14.82724862   6.714303198e-08
-14.81211106   6.754662352e-08
-14.79697349   6.796549682e-08
-14.78183592   6.8398784e-08
-14.76669835   6.884563796e-08
-14.75156078   6.930524151e-08
-14.73642321   6.97768143e-08
-14.72128564   7.025961675e-08
-14.70614807   7.075295275e-08
-14.69101051   7.125617037e-08
-14.67587294   7.17686621e-08
-14.66073537   7.228986362e-08
-14.6455978   7.281925267e-08
-14.63046023   7.33563468e-08
-14.61532266   7.390070158e-08
-14.60018509   7.445190784e-08
-14.58504752   7.500958962e-08
-14.56990995   7.557340135e-08
-14.55477239   7.614302578e-08
-14.53963482   7.671817119e-08
-14.52449725   7.729856955e-08
-14.50935968   7.78839739e-08
-14.49422211   7.847415671e-08
-14.47908454   7.906890749e-08
-14.46394697   7.966803147e-08
-14.4488094   8.027134742e-08
-14.43367184   8.087868654e-08
-14.41853427   8.148989063e-08
-14.4033967   8.210481114e-08
-14.38825913   8.272330757e-08
-14.37312156   8.334524681e-08
-14.35798399   8.397050163e-08
-14.34284642   8.459895031e-08
-14.32770885   8.523047529e-08
-14.31257129   8.586496291e-08
-14.29743372   8.65023023e-08
-14.28229615   8.714238521e-08
-14.26715858   8.778510503e-08
-14.25202101   8.84303568e-08
-14.23688344   8.907803628e-08
-14.22174587   8.972804012e-08
-14.2066083   9.038026502e-08
-14.19147074   9.103460797e-08
-14.17633317   9.169096552e-08
-14.1611956   9.234923409e-08
-14.14605803   9.300930934e-08
-14.13092046   9.367108655e-08
-14.11578289   9.433446003e-08
-14.10064532   9.499932362e-08
-14.08550775   9.56655701e-08
-14.07037019   9.633309182e-08
-14.05523262   9.700178016e-08
-14.04009505   9.767152614e-08
-14.02495748   9.834222005e-08
-14.00981991   9.901375209e-08
-13.99468234   9.9686012e-08
-13.97954477   1.003588898e-07
-13.9644072   1.010322755e-07
-13.94926963   1.017060598e-07
-13.93413207   1.02380134e-07
-13.9189945   1.030543908e-07
-13.90385693   1.037287239e-07
-13.88871936   1.044030293e-07
-13.87358179   1.050772048e-07
-13.85844422   1.057511512e-07
-13.84330665   1.064247721e-07
-13.82816908   1.07097975e-07
-13.81303152   1.077706714e-07
-13.79789395   1.084427777e-07
-13.78275638   1.091142154e-07
-13.76761881   1.097849123e-07
-13.75248124   1.104548026e-07
-13.73734367   1.111238282e-07
-13.7222061   1.117919388e-07
-13.70706853   1.124590936e-07
-13.69193097   1.131252614e-07
-13.6767934   1.13790422e-07
-13.66165583   1.14454567e-07
-13.64651826   1.151177012e-07
-13.63138069   1.157798434e-07
-13.61624312   1.164410281e-07
-13.60110555   1.171013067e-07
-13.58596798   1.177607494e-07
-13.57083042   1.184194465e-07
-13.55569285   1.19077511e-07
-13.54055528   1.197350806e-07
-13.52541771   1.203923208e-07
-13.51028014   1.210494272e-07
-13.49514257   1.217066305e-07
-13.480005   1.223641997e-07
-13.46486743   1.230224483e-07
-13.44972986   1.236817403e-07
-13.4345923   1.243424987e-07
-13.41945473   1.250052146e-07
-13.40431716   1.2567046e-07
-13.38917959   1.263389026e-07
-13.37404202   1.270113243e-07
-13.35890445   1.276886434e-07
-13.34376688   1.283719411e-07
-13.32862931   1.290624898e-07
-13.31349175   1.297617805e-07
-13.29835418   1.30471537e-07
-13.28321661   1.311936991e-07
-13.26807904   1.319303316e-07
-13.25294147   1.326834024e-07
-13.2378039   1.334543549e-07
-13.22266633   1.342434728e-07
-13.20752876   1.350492566e-07
-13.1923912   1.358684506e-07
-13.17725363   1.366975333e-07
-13.16211606   1.375356084e-07
-13.14697849   1.383868022e-07
-13.13184092   1.392598338e-07
-13.11670335   1.401646497e-07
-13.10156578   1.411082075e-07
-13.08642821   1.420912307e-07
-13.07129065   1.431067295e-07
-13.05615308   1.441410317e-07
-13.04101551   1.451781709e-07
-13.02587794   1.462071473e-07
-13.01074037   1.472289229e-07
-12.9956028   1.482583662e-07
-12.98046523   1.493187696e-07
-12.96532766   1.504318501e-07
-12.9501901   1.516087185e-07
-12.93505253   1.52845431e-07
-12.91991496   1.541243262e-07
-12.90477739   1.554210337e-07
-12.88963982   1.567151773e-07
-12.87450225   1.580003577e-07
-12.85936468   1.592883539e-07
-12.84422711   1.60604913e-07
-12.82908954   1.619792104e-07
-12.81395198   1.634325891e-07
-12.79881441   1.649713656e-07
-12.78367684   1.665854495e-07
-12.76853927   1.682529138e-07
-12.7534017   1.69949489e-07
-12.73826413   1.716596379e-07
-12.72312656   1.73384201e-07
-12.70798899   1.751407756e-07
-12.69285143   1.769566773e-07
-12.67771386   1.788583108e-07
-12.66257629   1.808617708e-07
-12.64743872   1.829677241e-07
-12.63230115   1.851621797e-07
-12.61716358   1.874235853e-07
-12.60202601   1.897339315e-07
-12.58688844   1.920889303e-07
-12.57175088   1.945023588e-07
-12.55661331   1.970023341e-07
-12.54147574   1.996211018e-07
-12.52633817   2.023828834e-07
-12.5112006   2.052949482e-07
-12.49606303   2.083459431e-07
-12.48092546   2.115127492e-07
-12.46578789   2.147730346e-07
-12.45065033   2.181176925e-07
-12.43551276   2.215576091e-07
-12.42037519   2.251217268e-07
-12.40523762   2.288469117e-07
-12.39010005   2.327638851e-07
-12.37496248   2.368858374e-07
-12.35982491   2.412054441e-07
-12.34468734   2.457018132e-07
-12.32954977   2.503537356e-07
-12.31441221   2.5515303e-07
-12.29927464   2.601125129e-07
-12.28413707   2.652653398e-07
-12.2689995   2.706554068e-07
-12.25386193   2.763226187e-07
-12.23872436   2.822900903e-07
-12.22358679   2.885597468e-07
-12.20844922   2.95118149e-07
-12.19331166   3.019492589e-07
-12.17817409   3.090483499e-07
-12.16303652   3.164314448e-07
-12.14789895   3.241360914e-07
-12.13276138   3.322123721e-07
-12.11762381   3.407078512e-07
-12.10248624   3.49653984e-07
-12.08734867   3.59060876e-07
-12.07221111   3.68922679e-07
-12.05707354   3.792307138e-07
-12.04193597   3.899884107e-07
-12.0267984   4.012214626e-07
-12.01166083   4.129780749e-07
-11.99652326   4.253184719e-07
-11.98138569   4.382991237e-07
-11.96624812   4.519601886e-07
-11.95111056   4.66321756e-07
-11.93597299   4.813902648e-07
-11.92083542   4.971724936e-07
-11.90569785   5.136906942e-07
-11.89056028   5.309915421e-07
-11.87542271   5.491441767e-07
-11.86028514   5.682279722e-07
-11.84514757   5.883162382e-07
-11.83001001   6.09464425e-07
-11.81487244   6.317088525e-07
-11.79973487   6.550764257e-07
-11.7845973   6.796003577e-07
-11.76945973   7.053341264e-07
