12	0.02	0.5	2	3	0.8	0.1	0.002156208018	0.02465062876	17	0.0005
12	0.02	0.5	2	3.5	0.8	0.1	0.002384871168	0.02525123239	15	0.0005
12	0.02	0.5	2	4	0.8	0.1	0.002615138066	0.02599757778	13	0.0005
12	0.02	0.5	2	4.5	0.8	0.1	0.002852439603	0.02737810946	24	0.0005
12	0.02	0.5	2	5	0.8	0.1	0.003199881751	0.0292575681	27	0.0005
12	0.02	0.5	2	5.5	0.8	0.1	0.003690235869	0.03118731743	30	0.0005
12	0.02	0.5	2	6	0.8	0.1	0.004327246247	0.03312351898	33	0.0005
12	0.02	0.5	2	6.5	0.8	0.1	0.005233646402	0.03523050518	40	0.0005
12	0.02	0.5	2	7	0.8	0.1	0.006218159078	0.03722033801	40	0.0005
12	0.02	0.5	2	7.5	0.8	0.1	0.007242872743	0.03902116249	43	0.0005
12	0.02	0.5	2	8	0.8	0.1	0.008223202823	0.04048284406	44	0.0005
12	0.02	0.5	2	8.5	0.8	0.1	0.009100074083	0.04154292064	46	0.0005
12	0.02	0.5	2	9	0.8	0.1	0.009811016008	0.04213861894	48	0.0005
12	0.02	0.5	2	9.5	0.8	0.1	0.01070057396	0.0428506012	48	0.0005
12	0.02	0.5	2	10	0.8	0.1	0.01142414055	0.04332278294	48	0.0005
12	0.02	0.5	2	10.5	0.8	0.1	0.01188675565	0.04346005265	47	0.0005
12	0.02	0.5	2	11	0.8	0.1	0.01205961694	0.04326877793	46	0.0005
12	0.02	0.5	2	11.5	0.8	0.1	0.01186101946	0.04266266631	44	0.0005
12	0.02	0.5	2	12	0.8	0.1	0.01120229379	0.04146320765	40	0.0005
12	0.02	0.5	2	12.5	0.8	0.1	0.01009470772	0.03957308171	37	0.0005
12	0.02	0.5	2	13	0.8	0.1	0.008742496914	0.0373386876	30	0.0005
12	0.02	0.5	2	13.5	0.8	0.1	0.007354174653	0.03517972218	28	0.0005
12	0.02	0.5	2	14	0.8	0.1	0.005981667844	0.03303781839	28	0.0005
12	0.02	0.5	2	14.5	0.8	0.1	0.004699678393	0.03094369764	29	0.0005
12	0.02	0.5	2	15	0.8	0.1	0.003570377564	0.02897709479	32	0.0005
12	0.02	0.5	2	15.5	0.8	0.1	0.002811720343	0.02746740069	32	0.0005
12	0.02	0.5	2	16	0.8	0.1	0.00246779335	0.02655979734	29	0.0005
12	0.02	0.5	2	16.5	0.8	0.1	0.002202247342	0.02578567731	27	0.0005
12	0.02	0.5	2	17	0.8	0.1	0.001995384274	0.02512111766	29	0.0005
12	0.02	0.5	2	17.5	0.8	0.1	0.001835282805	0.02456499626	30	0.0005
12	0.02	0.5	2	18	0.8	0.1	0.001712262896	0.0241092613	28	0.0005
12	0.02	0.5	2	18.5	0.8	0.1	0.001619784148	0.02374921047	27	0.0005
12	0.02	0.5	2	19	0.8	0.1	0.001556504729	0.02349963524	28	0.0005
12	0.02	0.5	2	19.5	0.8	0.1	0.001528314823	0.02340107339	30	0.0005
12	0.02	0.5	2	20	0.8	0.1	0.00152047165	0.0233738432	28	0.0005
12	0.02	0.5	2	20.5	0.8	0.1	0.001521476238	0.02338079892	28	0.0005
12	0.02	0.5	2	21	0.8	0.1	0.001527572321	0.02340353508	27	0.0005
